missing_hsts,missing_csp,missing_x_content_type_options,insecure_cookie_flags,weak_tls,deprecated_protocol_present,admin_interface_exposed,risky_management_port_exposed,open_port_count,legacy_service_count,dependency_vuln_count,secrets_detected,public_bucket_like_flag,authz_gap_indicator,excessive_cors_flag,debug_banner_present,default_credentials_risk,segmentation_risk_score,risk_score_raw,label
0,1,0,0,0,0,0,0,35,0,14,0,0,0,1,0,0,0.2812859424965558,0.24836120941629963,low
0,0,0,1,0,1,0,0,22,6,19,0,0,0,1,0,0,0.4645435202950007,0.4032708193212554,medium
0,0,0,1,1,1,0,0,10,3,22,0,0,0,0,0,0,0.5897479283946525,0.45425554039965343,medium
0,1,0,0,1,0,0,0,11,3,25,0,0,0,0,1,0,0.5771614798825668,0.36937932381350214,medium
1,1,1,0,0,0,0,0,29,2,16,0,0,0,0,0,0,0.9969967295932273,0.34540732989623774,medium
1,1,0,1,0,0,0,0,16,2,0,0,0,0,0,0,0,0.5483442856258971,0.24942623893280555,low
0,1,0,0,0,1,0,1,42,0,12,0,0,1,1,0,0,0.833412008228574,0.4571871773797201,medium
1,1,0,0,1,1,0,0,13,6,27,0,0,0,1,1,0,0.13816173406052112,0.469122627918949,medium
1,0,1,0,0,0,0,0,15,4,25,0,1,0,0,0,0,0.7863468295099255,0.44181739637702533,medium
0,0,0,1,1,0,0,1,35,6,29,0,0,0,1,0,0,0.7826957596259232,0.4808749953412304,medium
1,0,0,0,0,0,0,0,49,2,21,0,0,0,0,0,0,0.7551583712492418,0.282741654657872,medium
0,0,1,0,0,0,0,0,38,6,17,0,0,0,0,0,0,0.13723852361260258,0.2518163637102251,medium
0,1,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0.49958059199672167,0.21225882708619748,low
0,0,0,0,0,1,1,0,1,6,8,0,1,0,0,1,0,0.763311113009489,0.49794103995244654,medium
0,0,1,0,1,0,0,0,15,6,25,0,0,0,1,1,0,0.7155410479518,0.38812984268027967,medium
1,1,0,1,1,1,0,0,32,9,16,0,0,0,0,1,0,0.9527554288535945,0.5500435481329795,high
0,1,1,1,0,1,1,1,12,8,0,0,0,0,0,0,0,0.2895701346001175,0.4669373925689034,medium
0,0,0,1,1,1,0,0,13,0,15,0,0,0,0,0,0,0.9107325693100795,0.42914046806075157,medium
0,0,1,1,1,0,0,1,8,6,24,0,0,0,1,0,0,0.6049787850889335,0.48939477583942165,medium
1,1,0,1,0,1,0,1,11,2,2,0,0,0,0,0,0,0.793892387395598,0.5641307256494239,high
0,0,0,0,0,0,0,0,49,4,23,1,0,0,0,1,0,0.19987162842971606,0.42559190934648383,medium
1,1,1,0,0,0,0,0,38,2,6,0,0,0,0,0,0,0.950826468526888,0.40166762766064595,medium
0,1,0,1,0,0,0,1,5,9,25,0,0,1,0,0,0,0.3035580990101162,0.4253870621656811,medium
1,1,0,0,0,0,0,1,4,8,9,0,0,0,0,0,0,0.8236322930908063,0.3937558566600069,medium
0,0,0,1,0,0,0,0,21,0,14,0,0,0,0,0,0,0.9523065086814588,0.2653673117725076,medium
1,0,0,1,0,0,0,0,14,0,24,0,0,0,0,0,1,0.15413746305369103,0.3359791234739456,medium
0,1,0,1,1,0,0,0,43,4,1,0,0,0,0,0,0,0.7083722173393127,0.3501042920562451,medium
1,0,0,1,1,0,0,0,8,6,2,0,0,0,1,0,0,0.6961741369781531,0.45246220874239557,medium
1,1,0,1,0,0,0,0,15,1,20,0,0,0,0,0,0,0.3080036656024979,0.3911092112463911,medium
1,1,0,1,0,0,1,0,34,9,3,0,0,0,0,0,0,0.33797192919582497,0.4390365704297182,medium
0,1,1,1,1,0,0,1,46,5,28,1,0,0,0,0,0,0.62228860864585,0.6373107103065948,high
1,0,0,0,0,0,0,0,7,0,11,1,0,0,0,0,0,0.595921232004772,0.35916289356779274,medium
0,1,0,1,0,1,0,1,29,4,0,0,0,1,1,0,1,0.46899891370814817,0.5582496385260827,high
0,0,1,0,0,0,0,0,13,5,29,0,0,0,1,0,0,0.4051754507988504,0.2722493702162812,medium
1,1,0,1,1,0,0,1,43,4,29,0,0,0,0,0,0,0.5658755031953543,0.5135642952582014,medium
1,0,0,0,1,0,0,0,28,2,19,0,0,0,0,0,0,0.8826197741144082,0.3815775712038632,medium
1,0,0,0,0,1,1,1,10,0,21,0,0,0,0,0,0,0.1660729672868939,0.4698089774417258,medium
0,0,0,1,0,0,0,1,8,1,10,0,0,0,0,1,0,0.2813221150820844,0.3899257722190269,medium
0,1,0,0,1,0,1,0,2,7,26,0,0,0,0,0,0,0.7313865855500161,0.3827250933354489,medium
1,1,0,1,0,1,0,0,11,6,4,0,0,0,0,0,1,0.4753761166023742,0.5204191669464868,medium
1,1,0,0,0,0,0,0,15,4,20,1,1,0,1,0,0,0.06366674940792472,0.524343006612101,medium
0,0,0,1,0,0,1,0,13,2,8,0,0,0,0,0,0,0.8025261028081837,0.3959923570753592,medium
1,1,0,0,0,1,0,0,7,0,6,0,0,0,0,0,0,0.3398590734929948,0.2852803234899552,medium
1,0,1,1,1,0,0,0,1,2,26,1,0,0,0,0,0,0.12096930976784204,0.4250659856264726,medium
0,0,0,0,0,0,0,0,37,4,11,0,0,1,1,1,0,0.6280710013285961,0.3412832746925384,medium
1,1,1,1,1,0,0,0,38,2,12,0,0,0,0,0,0,0.6561616490083292,0.5060941631977712,medium
1,0,1,0,1,0,0,0,4,4,18,0,0,1,0,0,0,0.12403761423740856,0.40786448019416827,medium
1,0,0,1,0,1,0,0,22,7,25,0,0,1,0,0,0,0.9786274652363107,0.4569323977561119,medium
1,0,0,0,0,0,0,0,47,8,28,0,0,0,0,0,0,0.529646463001178,0.3378802752764779,medium
1,0,0,0,0,0,0,0,26,8,18,0,0,0,0,0,1,0.5074717254068946,0.43813178457023083,medium
0,0,0,0,1,0,0,0,9,4,17,0,0,1,0,0,0,0.14258345409022466,0.36574521327292364,medium
1,1,1,0,0,1,0,0,37,2,5,0,0,0,0,0,0,0.6728892305717257,0.4165582789540687,medium
1,1,1,1,0,1,0,0,8,4,18,0,0,0,1,0,0,0.8188637730953452,0.4775046852723532,medium
0,1,0,1,0,1,0,0,24,5,5,0,0,0,0,0,0,0.5204958066458399,0.34081972696059076,medium
1,0,0,0,1,0,0,0,2,3,20,0,0,1,0,0,1,0.3355199412987626,0.5171254319976023,medium
0,0,0,0,0,0,1,1,4,0,21,0,0,0,0,0,0,0.6681029167355858,0.33384990884099175,medium
0,1,0,0,0,0,1,0,43,1,21,0,0,0,1,0,0,0.5171956872827587,0.43556238481254966,medium
1,0,0,0,0,0,1,0,6,2,17,0,0,0,0,1,0,0.9958064656720844,0.41376224812954265,medium
1,0,1,0,0,0,1,0,43,5,25,0,0,1,0,0,0,0.714654876910143,0.4983603883119659,medium
0,0,1,1,0,0,0,1,49,6,20,0,0,0,0,0,0,0.40377272323910185,0.3682539046727451,medium
1,1,0,1,0,1,0,0,14,7,25,0,0,0,0,0,0,0.07687051098754505,0.42059905318678187,medium
1,0,0,0,0,0,1,1,43,0,20,0,0,0,0,1,0,0.9926242366047102,0.46399632269824337,medium
1,1,0,1,0,1,1,0,23,8,19,0,0,0,0,0,0,0.40509950984127985,0.4959765126861486,medium
0,0,0,1,1,1,0,0,47,1,0,1,0,0,0,0,0,0.47549699712245674,0.48677777045013526,medium
0,1,0,1,0,0,0,0,18,2,11,1,0,1,0,0,0,0.6845280025669821,0.5403773936880909,medium
0,1,0,1,1,0,0,0,9,2,22,0,1,1,0,0,0,0.006547858602826584,0.5073248636135662,medium
0,1,0,0,0,1,0,0,37,2,11,0,0,0,0,1,0,0.32803408298412784,0.39299220598555795,medium
1,1,1,0,0,0,1,1,30,5,14,0,0,0,0,0,0,0.6729892466622129,0.5641570895084298,high
1,0,1,0,0,0,1,0,19,9,3,0,0,0,0,0,0,0.5828926551655671,0.41947427889091854,medium
0,1,1,0,0,0,1,0,1,8,17,0,0,0,0,0,0,0.69014820139848,0.30783589522681876,medium
0,0,1,0,0,0,0,1,31,5,23,0,0,0,0,0,0,0.29655250072160755,0.3243770206703677,medium
1,0,0,0,1,0,0,0,31,8,1,0,0,1,0,0,1,0.20096335119782038,0.47313719912140634,medium
1,1,0,0,0,1,1,1,26,6,22,0,0,0,0,1,0,0.8494414825262958,0.6371984853818458,high
0,1,0,1,0,0,0,1,13,2,9,0,0,0,1,0,1,0.5360499483229241,0.572151047036758,high
1,0,1,0,0,0,0,0,39,2,18,0,0,1,0,0,0,0.99993805386901,0.37436242905453887,medium
0,0,0,0,0,0,0,1,32,9,18,1,0,0,0,0,0,0.8890526876648155,0.4905905084121123,medium
0,1,1,0,0,0,0,0,11,1,3,0,0,0,1,0,0,0.25163109444119314,0.28102430222509495,medium
0,1,1,0,1,0,0,0,36,2,8,0,0,0,0,1,0,0.49093065919955425,0.38391984064614654,medium
1,1,1,1,0,0,0,1,43,7,9,0,0,0,0,1,1,0.9659767549872442,0.6277573162676972,high
0,1,1,0,0,0,0,0,5,5,24,0,0,1,0,0,0,0.9555423961141153,0.3495150737909377,medium
1,1,0,0,1,0,0,0,23,6,0,0,0,0,0,0,1,0.2383326806727939,0.38912417777372077,medium
0,0,0,0,0,1,1,0,7,9,16,0,0,0,0,0,0,0.5084067841177738,0.43851180591551037,medium
1,0,0,0,0,0,1,0,13,8,26,0,0,0,0,0,0,0.3775011312872688,0.33246311910712706,medium
0,0,1,0,1,0,1,1,8,8,7,0,0,1,0,0,0,0.9113940468174694,0.639219080156732,high
0,0,0,0,0,0,1,0,18,5,21,0,0,1,0,0,0,0.9124654181083803,0.47564085877171736,medium
0,0,0,0,0,0,0,1,44,3,15,0,0,0,0,0,0,0.5816282027694392,0.32280654025333394,medium
0,1,0,0,0,1,0,0,40,0,2,0,0,0,0,0,0,0.8407626024845618,0.28681474498635384,medium
1,1,0,1,0,0,1,0,28,9,22,0,0,0,0,0,0,0.8449278470000635,0.4380106671867751,medium
1,0,0,1,0,0,0,0,34,3,15,0,0,1,1,0,0,0.7908323034015842,0.41428194846328315,medium
1,0,0,0,0,1,0,0,11,5,28,0,1,0,0,0,0,0.8287783826711782,0.4702558341180966,medium
0,0,1,0,0,0,0,0,9,8,2,0,0,0,1,0,0,0.08600942808588152,0.26114390178246205,medium
1,1,1,1,0,1,1,0,49,0,21,0,0,0,0,0,0,0.9192436261790266,0.5118574003964605,medium
0,1,0,0,1,0,0,0,2,8,13,0,1,0,0,0,0,0.27799894919878765,0.36581836040663196,medium
1,1,0,0,0,0,0,0,23,6,20,1,1,0,0,0,0,0.5349494183132941,0.5149911453737284,medium
0,1,0,1,1,1,0,0,27,1,29,0,0,0,1,0,0,0.5295415261049545,0.4446620196630364,medium
1,1,0,0,0,0,0,0,45,0,27,0,0,0,0,0,0,0.9910883309730614,0.3457419460709112,medium
1,1,0,1,0,1,0,0,34,4,27,0,0,0,0,0,0,0.7796352982871245,0.39933212855038847,medium
1,0,1,0,0,0,1,0,32,8,9,0,0,0,0,0,0,0.9721861087879932,0.4524756893133589,medium
0,0,0,0,1,0,0,0,33,5,12,0,0,0,1,0,0,0.9922359301463108,0.3505431195313302,medium
1,1,1,1,0,0,0,0,28,9,4,0,0,0,0,0,0,0.6820149766873508,0.38882275102935987,medium
0,1,0,0,1,1,1,0,24,1,4,0,0,0,0,0,1,0.6208208690487828,0.6403126014640644,high
1,0,0,1,1,1,0,0,36,9,28,0,0,1,1,0,1,0.2621809856747598,0.6810994597806578,high
0,0,0,0,0,0,0,0,6,1,17,0,0,0,0,0,0,0.978785767955941,0.277513907237946,medium
0,0,0,0,1,0,0,1,16,5,7,1,0,0,0,0,0,0.6307922829660213,0.5770709264240111,high
1,1,0,0,1,0,0,0,16,4,23,0,0,0,0,1,0,0.6014749223998958,0.4266530002034775,medium
1,0,0,1,0,0,1,1,38,4,18,0,0,0,0,0,0,0.08912716822310185,0.4502565844220556,medium
0,1,0,0,0,1,0,0,4,9,24,0,0,0,0,1,0,0.14030215580040128,0.29762383890340316,medium
1,0,1,1,1,0,0,1,6,2,26,0,0,0,0,0,0,0.8968413182794492,0.574539231683681,high
0,1,0,1,0,1,0,0,49,8,14,0,0,0,0,0,1,0.8560218098530704,0.5177124129505987,medium
0,1,0,0,1,0,0,1,33,7,19,1,0,0,0,0,1,0.7211499583823048,0.6741740410146487,high
0,1,1,0,1,1,0,0,12,6,0,0,0,0,0,0,0,0.4627899184928572,0.31887539380058927,medium
0,0,0,0,0,0,1,0,38,5,25,0,0,0,0,0,0,0.5173084253454471,0.3771173211487029,medium
1,1,0,0,0,1,0,0,13,3,2,0,0,0,0,0,0,0.11244620561216812,0.36878263637128655,medium
0,0,1,1,1,0,0,0,38,3,18,0,0,0,0,0,0,0.744306740602412,0.43603742132869233,medium
0,1,0,0,1,0,1,1,49,8,26,0,0,0,0,0,0,0.8259411197984569,0.532190196594211,medium
1,0,0,0,0,1,0,0,8,5,28,0,0,0,0,0,0,0.44098045143066167,0.3804017939263432,medium
1,1,0,0,1,0,0,0,37,6,22,0,0,0,0,0,1,0.7795792955441254,0.5373366656643251,medium
1,0,0,1,0,0,0,0,24,1,8,0,0,0,1,0,0,0.22468078293349159,0.3786210010975383,medium
0,1,1,0,1,0,1,0,38,9,13,0,0,0,0,1,0,0.18882091761012698,0.4886396918020899,medium
0,1,0,0,1,1,0,1,14,7,16,0,0,0,0,0,0,0.5398726903215298,0.4691346628351616,medium
0,1,0,0,0,0,0,1,25,1,28,0,0,0,1,0,0,0.16985986448755985,0.3950976635273442,medium
1,0,1,0,1,1,0,0,12,6,19,0,0,0,0,0,1,0.26888285862512495,0.5346191970572087,medium
1,0,0,0,0,0,1,0,28,3,12,0,0,0,0,1,0,0.11284948992637966,0.4359851223437847,medium
1,0,0,0,0,1,1,0,35,6,1,0,0,0,0,0,0,0.26326014736299885,0.43669422897010074,medium
0,1,1,1,0,1,1,0,1,6,7,0,0,0,0,0,0,0.8873878588674325,0.42589876704625107,medium
0,1,0,1,0,0,1,0,33,1,5,0,0,0,0,0,0,0.6892005374743148,0.4173350916073604,medium
1,1,0,1,0,0,0,1,27,1,0,0,0,0,0,0,0,0.7009829803127559,0.34263189884107553,medium
0,1,1,1,0,0,0,0,25,7,2,1,0,0,0,0,1,0.5134600292427565,0.5444321019636602,medium
1,1,1,1,0,0,0,0,21,7,11,0,0,0,1,0,0,0.37543785325461243,0.4146816092490604,medium
0,0,0,1,0,1,0,0,8,4,8,0,1,0,1,0,0,0.37447160819740855,0.42969163465820953,medium
1,1,1,0,0,0,0,0,28,7,28,0,0,0,0,1,0,0.5315560978625405,0.4054149055182333,medium
0,1,0,1,0,1,0,0,14,2,12,0,0,1,1,0,0,0.4017748877627254,0.44642002973498635,medium
0,1,1,0,0,0,0,1,27,4,24,0,0,0,0,0,0,0.039385280359247044,0.37813781927351886,medium
0,1,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0.09375485847996035,0.258694405434698,medium
0,0,0,0,0,0,0,0,21,5,6,0,0,0,0,0,0,0.418212252308099,0.2154856189887126,low
1,0,0,0,1,1,0,0,19,1,5,0,0,0,0,0,0,0.33345873836312834,0.38889970114708866,medium
1,0,0,0,0,1,0,0,4,2,29,0,0,0,0,0,0,0.18721073419209355,0.3123980880885309,medium
1,0,0,0,1,0,0,1,24,1,10,0,1,0,0,1,0,0.5630038839142397,0.5681243667923435,high
0,1,1,0,0,0,0,0,19,2,23,0,0,0,0,0,0,0.40658488010506444,0.3378538188627235,medium
0,0,1,0,0,0,1,0,19,9,26,0,0,1,0,0,0,0.4934312655030474,0.39317083149440746,medium
1,1,1,0,1,0,0,0,5,6,4,0,0,0,1,1,0,0.4976076082739115,0.522764622335128,medium
0,0,0,0,1,1,0,0,25,9,11,0,0,0,0,1,0,0.646386353103183,0.46359046991641095,medium
1,0,1,0,1,0,1,0,6,4,23,0,0,0,0,0,0,0.1744667739704321,0.49637168938306203,medium
1,0,0,0,1,1,0,0,37,7,21,0,0,0,0,0,0,0.3532770072359468,0.4213092325377261,medium
0,0,0,0,0,0,0,0,26,9,23,0,0,0,0,0,0,0.9874143241465967,0.31748427900815757,medium
0,1,0,0,0,0,0,0,45,3,28,0,0,0,1,1,0,0.3109085529635577,0.2869941453194319,medium
1,1,1,0,0,0,0,1,23,9,21,0,0,0,0,0,0,0.6704838175701399,0.44550445214406625,medium
1,0,1,1,0,0,0,0,14,6,7,0,0,0,0,0,0,0.48038075845099726,0.3723497925001409,medium
0,1,1,0,0,0,1,0,43,4,14,1,0,0,0,0,1,0.5188756214002959,0.6290676578771409,high
1,0,1,0,0,0,0,0,14,3,17,0,0,0,0,0,1,0.19730316366181666,0.39978418469812443,medium
1,1,1,1,0,0,0,0,22,2,4,1,0,0,0,0,0,0.5305211180459597,0.46415306827039665,medium
1,1,0,0,1,1,1,0,11,8,10,0,0,0,0,1,0,0.8467867489989576,0.5629211917025162,high
1,0,0,0,1,0,1,0,27,9,3,0,0,0,0,0,0,0.6044100352750758,0.43588160578463964,medium
1,0,0,1,0,0,0,1,41,1,3,0,0,1,1,0,0,0.8234257950112601,0.5344921815588408,medium
0,1,0,0,0,0,0,1,16,7,14,0,0,0,0,0,0,0.5862595523830681,0.3590758810664054,medium
1,0,0,0,1,1,0,0,2,1,17,0,0,0,0,0,0,0.2218640814052526,0.3479878025281404,medium
1,1,0,0,1,0,0,1,40,2,25,0,0,0,0,0,0,0.10252588671091978,0.47500174266097406,medium
0,1,1,1,0,0,0,1,27,7,0,0,0,0,0,0,0,0.49559922212537466,0.38888677426744767,medium
1,0,0,0,0,0,0,0,24,1,28,0,1,0,0,0,0,0.9804422341860389,0.42560304404220467,medium
0,1,1,1,0,1,1,0,8,7,5,0,0,0,0,0,0,0.21242990806961637,0.472778838279961,medium
0,0,0,0,0,0,0,1,22,4,25,0,0,0,0,0,0,0.15573136982991398,0.2741335766431078,medium
0,1,0,0,0,0,1,0,8,6,14,0,0,0,1,0,1,0.5531972591780506,0.501057462156375,medium
1,1,1,1,1,0,0,1,25,0,28,0,0,0,0,0,0,0.5899002827341522,0.5250646375232185,medium
0,0,0,0,0,0,1,1,28,2,10,0,0,1,0,0,0,0.9177969860195556,0.48985277256292337,medium
1,0,0,0,0,1,0,1,14,2,25,0,0,0,0,0,0,0.7899918183852644,0.42264605358024954,medium
0,0,1,0,0,0,0,0,42,8,29,0,0,0,0,0,0,0.8105846058609751,0.29392889605720834,medium
1,0,0,1,0,0,0,1,18,8,5,0,0,0,0,0,0,0.6425291300347242,0.37325781924371393,medium
0,0,0,0,1,1,0,0,6,2,0,0,0,0,0,0,1,0.3554348825558603,0.38082877346605143,medium
0,0,1,0,0,1,1,0,48,5,1,0,1,0,0,0,0,0.5290291234184641,0.45504944335840675,medium
0,0,0,1,0,1,0,0,41,1,5,0,0,0,1,0,0,0.9481025509468991,0.3986439218106231,medium
1,0,1,0,1,0,1,0,6,0,4,0,0,0,0,0,0,0.02574460601302908,0.3547267480944864,medium
1,1,0,0,1,1,1,1,8,5,2,1,0,0,1,0,0,0.33658736102372044,0.7710749389453506,high
0,1,0,1,0,1,0,0,4,7,20,0,0,0,0,0,0,0.2159013993856187,0.3290077242065598,medium
0,1,1,0,0,1,1,0,5,9,23,0,0,0,0,0,0,0.36051061021499975,0.4857919951648707,medium
1,1,0,0,0,0,0,0,32,2,9,0,1,0,1,0,0,0.7444367341932215,0.5128136563025475,medium
0,1,0,1,0,1,0,0,43,7,18,0,0,0,1,0,0,0.8858099583197169,0.4887029475932626,medium
1,1,1,1,0,0,0,0,38,3,25,0,0,0,0,1,0,0.30557221565804926,0.3863372068071301,medium
1,1,1,1,0,0,0,0,33,4,29,0,0,0,0,1,0,0.0776867197602027,0.41909685695800675,medium
0,1,0,0,1,0,0,0,39,3,21,1,0,0,0,0,0,0.8267517785730397,0.5019397970521138,medium
0,0,0,1,0,1,1,0,23,6,29,0,0,0,1,0,0,0.975900546321928,0.4908317873472977,medium
0,1,0,0,0,1,0,0,39,2,24,1,0,0,0,0,0,0.8531496094809895,0.470616671533835,medium
1,1,1,1,0,1,0,1,17,7,2,0,0,0,0,0,0,0.6123214683021446,0.5662992417372509,high
1,1,1,0,1,1,0,0,14,1,17,0,0,0,1,0,0,0.22617215474612173,0.5044698537909861,medium
0,1,1,1,1,0,0,1,15,0,9,0,0,0,0,1,0,0.4124847838071448,0.4725813383623385,medium
1,0,1,0,1,0,1,0,41,8,23,0,0,0,0,0,1,0.041436385442046086,0.5320921688207871,medium
1,1,0,1,0,0,0,0,6,6,8,0,0,1,0,1,0,0.6162712097021783,0.4248520405300748,medium
1,0,1,1,0,0,0,0,28,2,25,0,0,0,0,0,0,0.04111814285119919,0.2738214761201018,medium
0,0,0,0,0,0,0,0,37,4,16,0,0,0,1,0,0,0.34323920820934495,0.31021080561508774,medium
1,0,0,0,0,0,0,0,20,2,22,1,1,0,1,0,0,0.36620888641852645,0.5086516928575657,medium
1,0,0,1,0,0,1,1,17,4,18,0,1,0,0,0,0,0.9336953513521313,0.649081969581577,high
0,1,1,0,0,0,0,0,39,7,8,0,1,0,0,0,0,0.6803571528382734,0.4005472849866464,medium
0,1,0,0,0,0,0,0,35,2,22,0,0,1,0,0,0,0.7202661947472286,0.3997188077059843,medium
0,0,1,0,0,0,0,0,22,7,20,0,0,0,0,0,0,0.7974666642989185,0.3127481054411428,medium
1,1,1,0,0,1,1,0,29,2,25,0,0,0,0,0,0,0.2560234971697254,0.4776150904192534,medium
0,0,1,0,0,1,0,0,14,7,26,0,0,0,1,0,0,0.5755291451280665,0.35315157620955967,medium
1,1,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0.8703992086757036,0.2762810108003925,medium
1,1,0,0,1,0,0,0,24,8,22,0,0,0,0,0,0,0.6864080607184095,0.39801727532240994,medium
1,1,1,1,0,1,0,0,13,8,21,0,0,0,1,0,0,0.3531698801646299,0.4185582657102563,medium
1,1,0,1,1,1,0,0,22,6,19,0,0,1,0,0,1,0.13267694921208673,0.6353290460242287,high
1,1,1,1,0,0,0,0,25,4,19,0,0,0,0,0,0,0.12195968250743017,0.3588444875654169,medium
0,0,0,1,0,0,0,0,25,0,12,0,0,0,0,0,0,0.7330244434240826,0.23705482489950291,low
0,1,0,0,0,0,0,0,36,7,20,0,0,0,0,0,0,0.9870454147437351,0.3332820052574853,medium
1,0,0,0,0,1,0,0,24,1,22,0,1,0,0,0,0,0.7695286368198831,0.5097904678266441,medium
1,0,0,1,1,0,0,1,43,8,20,0,0,0,0,1,0,0.627468725543668,0.5645949675252125,high
1,0,0,0,0,1,0,1,29,2,12,0,0,0,0,0,0,0.3525820459635559,0.4461064475954975,medium
0,1,0,1,0,1,0,0,34,8,23,0,0,0,0,0,0,0.49631364484586815,0.3324897743779868,medium
0,1,1,1,0,0,0,0,1,2,18,0,0,0,0,0,0,0.5095676788422517,0.25414944239001386,medium
0,1,1,0,0,0,0,0,28,0,0,0,1,1,1,0,1,0.417369258229189,0.4610288527916285,medium
1,1,0,0,1,0,0,1,30,6,10,0,0,0,0,0,0,0.9568941262017452,0.5068602812882673,medium
0,0,1,1,1,0,0,0,33,5,17,0,1,0,0,0,0,0.5494039506683539,0.504789850105642,medium
1,1,0,0,0,0,0,0,41,5,12,0,0,0,0,0,0,0.5761639120213643,0.34437377613125586,medium
0,1,0,1,0,0,0,0,13,1,3,0,0,0,1,0,0,0.5241861896999901,0.31702215919711896,medium
1,0,1,1,1,0,0,0,37,5,16,0,1,0,0,0,1,0.3883664380867584,0.6277928859883721,high
0,0,0,1,0,0,0,1,5,4,27,0,0,0,0,0,0,0.8520896098053334,0.3662246275449512,medium
1,0,0,1,1,1,0,0,47,9,14,0,0,0,0,0,0,0.37214608771007374,0.4208528361505225,medium
0,0,1,0,1,0,0,0,34,5,20,0,0,0,0,0,0,0.8168680434911437,0.41321340121294187,medium
1,0,1,1,1,1,0,0,21,0,20,0,0,0,1,1,0,0.02698504704691862,0.43633371143440197,medium
0,1,1,0,0,0,0,1,5,4,20,1,0,0,0,0,0,0.6848552859838013,0.49983313002260243,medium
0,1,1,0,0,0,0,0,12,6,20,0,0,0,0,0,0,0.7288883018084368,0.3175244955484549,medium
1,0,0,0,0,0,0,1,32,4,24,0,0,1,0,0,0,0.9043032973273998,0.4274535297629136,medium
1,1,1,0,0,0,0,0,2,8,22,0,0,0,0,0,0,0.33250630482795207,0.2781473166364545,medium
1,1,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0.551508367250052,0.30452491582901625,medium
0,1,0,1,1,0,0,0,19,9,28,0,0,1,0,0,1,0.813069459451703,0.567905248390296,high
0,1,0,0,0,0,0,1,11,1,12,0,0,0,0,0,0,0.5829581480673051,0.35627513912706094,medium
1,1,0,1,1,0,0,1,25,8,27,0,0,0,0,0,0,0.6430382252087388,0.5232653658532945,medium
1,1,0,1,0,1,0,0,27,5,18,0,0,1,0,1,1,0.030981185725411087,0.5528232420347396,high
0,0,1,0,0,0,0,0,25,0,24,0,0,0,0,0,0,0.36046103007031494,0.24010218046755255,low
0,1,1,1,0,0,0,0,26,0,21,1,0,0,1,0,0,0.21759863559089143,0.40681665762530583,medium
1,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0.0074938481381248145,0.21308414943236748,low
1,1,0,0,0,0,1,0,1,1,17,0,0,0,0,0,0,0.01415073757483587,0.3535428931266811,medium
0,1,0,1,0,0,0,0,5,1,14,0,0,0,0,0,0,0.6419434770911144,0.30944967100260795,medium
0,0,1,1,0,1,0,0,30,0,4,0,0,0,0,0,0,0.19795761473971718,0.27437583291412904,medium
0,1,1,0,0,0,0,0,22,6,13,0,0,0,0,0,0,0.7734772530167997,0.29170197794529923,medium
0,1,1,1,0,0,0,0,42,3,22,0,0,0,0,0,0,0.37209191580887624,0.3145537963457504,medium
1,1,1,0,0,0,0,0,8,5,12,1,0,1,0,0,0,0.6119223027755851,0.515329756057773,medium
1,0,0,0,1,0,1,1,40,0,27,0,0,0,0,1,0,0.875476403985699,0.5024606878592337,medium
1,1,0,1,1,0,0,1,3,6,9,0,0,0,0,0,0,0.6867735568448488,0.5071300776139753,medium
1,0,1,1,1,0,0,0,38,4,20,0,0,0,0,0,0,0.9464412133049587,0.44650723335004766,medium
0,0,0,1,0,0,0,0,41,4,11,0,0,0,0,0,0,0.0001711756244947571,0.2747064897726327,medium
1,0,0,0,0,0,1,0,18,9,8,0,0,0,0,0,0,0.13224550180524286,0.38865667355484235,medium
0,0,1,1,1,0,0,1,42,7,9,0,0,0,0,0,0,0.531282484435957,0.4972212939187365,medium
0,1,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0.9571743488553465,0.24368046387603368,low
0,1,1,1,1,0,1,1,22,6,20,0,0,0,1,0,0,0.8966156518554624,0.6754746805022673,high
0,1,0,0,1,0,0,0,13,3,21,0,0,1,0,1,0,0.36368830367403804,0.4661591236367328,medium
0,1,0,0,0,0,0,1,42,4,15,0,0,0,1,0,0,0.758752394254019,0.4231917227783859,medium
1,0,0,0,1,0,0,0,23,7,8,0,1,0,0,1,0,0.6751662952455647,0.5233206163940602,medium
1,1,0,1,1,0,0,0,9,5,28,0,0,0,0,0,0,0.9677083968521879,0.4679004088000715,medium
1,0,1,0,0,0,0,0,12,1,4,0,0,1,0,0,0,0.996812795897975,0.37092342686053403,medium
1,0,1,0,0,0,0,0,16,7,24,1,0,0,0,1,0,0.723163899106161,0.42916249953178504,medium
0,1,0,1,1,0,1,1,8,0,11,1,0,0,0,0,0,0.9569475247611086,0.6950916295207078,high
0,0,0,0,0,0,1,1,41,2,14,0,0,0,0,0,0,0.3162409556935577,0.4354888003850096,medium
0,0,1,1,0,1,0,0,34,4,28,0,0,0,1,0,0,0.4377636955146402,0.4170439295424864,medium
