src_port,dst_port,protocol,bytes_sent,bytes_received,packets,duration,direction,failed_connections,distinct_destinations,connection_frequency,dns_query_volume,tls_version_score,uncommon_port_flag,internal_to_internal_flag,external_to_internal_flag,beaconing_score,hour_of_day,weekend_flag,label
32027,6130,UDP,445,144,14,0.33432269630609424,internal_to_external,0,1,199.07844099233552,3,0.6057790585470848,1,0,0,0.95384880280736,18,1,anomalous
61337,587,HTTPS,34783,172795,413,14.435355927853918,internal_to_external,1,9,6.966309747419164,14,0.7627043992424233,0,1,0,0.07961189082476607,15,0,normal
18762,3306,HTTP,17165,52611,416,6.62947963473051,internal_to_external,2,6,3.7297845333659208,12,0.8359133592784893,0,0,0,0.03788971177702673,9,0,normal
25233,80,HTTPS,48294,111752,273,2.286092230972347,internal_to_internal,0,9,1.9880637906444938,0,0.9681741602721756,0,1,1,0.08261217798728152,16,0,normal
55608,3306,TLS,40402,30963,281,20.43796443593758,internal_to_internal,1,7,9.863340840917841,1,0.7262982213622928,0,1,0,0.05472123712464453,15,0,normal
13763,445,TCP,33537,14490,426,224.05394195305772,internal_to_internal,38,23,13.808871820335987,28,0.5396244823486833,0,1,0,0.39629602622017024,14,1,anomalous
10229,80,UDP,13233,128094,81,20.676686670646166,internal_to_external,1,7,6.173513617255881,14,0.9924311204565439,0,0,0,0.06381170471381183,16,0,normal
32769,22,TCP,9990,16048,324,22.723762093737395,internal_to_internal,2,2,4.276042906106578,16,0.737324606153249,0,0,0,0.06205377108033743,18,0,normal
27304,5986,TCP,20532,13296,178,138.34336226739634,internal_to_internal,33,6,23.16632083242794,26,0.41478572014927134,1,1,0,0.44408062707464957,0,0,anomalous
43708,8080,UDP,12462,128717,149,10.60156470613725,internal_to_internal,2,1,7.819153980860271,5,0.8984290792053171,0,1,0,0.009668179483935547,14,0,normal
35298,443,HTTP,23488,177156,293,21.172625088502645,internal_to_internal,1,5,4.243579619241723,3,0.7152122410898726,0,1,1,0.07533334894416277,18,0,normal
57333,53,HTTPS,45870,190376,277,21.001999824939325,internal_to_external,1,6,7.602356750175929,7,0.7848684447987875,0,1,0,0.05009407115677861,16,1,normal
31073,3306,HTTP,10686,102564,421,19.805218740175754,internal_to_external,1,7,9.49957969468722,7,0.9890824169732771,0,0,1,0.001777467680685818,17,0,normal
31092,8080,TLS,20462,35677,342,26.524104963674997,internal_to_internal,2,1,2.4987371338578006,16,0.7316626310848827,0,0,0,0.06736080161473901,12,0,normal
30132,443,TCP,21299,26954,112,24.3242425213795,internal_to_external,1,4,3.6462484117545753,1,0.7562294534535834,0,1,0,0.0002333953873049577,14,0,normal
17445,8080,UDP,12051,177159,267,29.331888285915063,internal_to_external,0,6,8.552679670586118,7,0.9456777084937674,0,0,0,0.009164347660693706,16,0,normal
31246,19056,TCP,466,128,3,0.31688118608450316,internal_to_external,1,1,196.24283634451746,0,0.5627010299173238,1,0,0,0.8619005144687634,3,1,anomalous
6341,25,HTTP,2546,118246,376,9.900355864107958,internal_to_external,1,3,3.8100924840861805,7,0.7944768707798427,0,0,0,0.0954898256277193,14,0,normal
12863,80,UDP,18206,178666,248,8.003288733567311,internal_to_external,0,9,9.034837336728897,9,0.9457970023320823,0,0,0,0.09129825996413587,18,0,normal
2043,587,TCP,46003,125532,473,19.679461398889075,external_to_internal,1,3,1.4513590435096098,6,0.7617524614396488,0,0,0,0.03839920220018487,18,0,normal
65165,443,TCP,4792,114686,241,9.431394596205909,internal_to_external,0,1,3.035511951485574,11,0.820662178661787,0,0,0,0.08366918064856484,11,1,normal
39442,53,DNS,18275,17926,110,6.6534507607454145,internal_to_external,1,4,74.07737553358302,1765,0.2075146392022553,0,0,0,0.876927808763827,13,0,anomalous
21224,443,UDP,14989,147923,435,22.83254106679558,internal_to_external,0,6,4.326401569069619,3,0.8904176881543032,0,0,0,0.09073172064344232,17,0,normal
62254,53,HTTPS,48817,167826,117,21.63576529715559,internal_to_external,2,5,5.596353886113351,15,0.8267260140791369,0,1,0,0.09383388668381604,18,0,normal
44542,587,HTTP,5778,132703,181,11.553141458747252,internal_to_external,0,3,4.861086155910624,18,0.8956507877827921,0,0,0,0.07284493612791126,8,1,normal
43241,22,HTTP,27445,168905,289,4.786611702821643,external_to_internal,2,6,8.551977781012711,11,0.8126491133677736,0,0,1,0.00550794206057027,12,0,normal
8064,22,HTTP,15363,56723,496,29.2589742488389,internal_to_external,2,7,5.001916635152879,0,0.8195254146169445,0,0,0,0.05298755414262643,15,0,normal
3291,3306,TCP,36694,41920,45,27.657230122267553,internal_to_external,0,4,2.444939412548201,5,0.9668997773564633,0,1,0,0.06251307615045217,8,1,normal
54482,8080,HTTP,38471,51235,255,27.006274612393266,internal_to_external,0,5,0.699287523133725,19,0.7103423731670955,0,1,0,0.06300805206179017,15,0,normal
38824,80,TCP,43519,18679,482,16.663398316884244,internal_to_external,2,7,7.359112405753308,17,0.9009225986187154,0,1,0,0.04153294931749925,16,0,normal
52875,443,HTTPS,37942,197771,489,17.00332636129852,internal_to_external,0,6,5.787893488885839,13,0.9131537084920247,0,0,0,0.09896691353490171,12,0,normal
63995,80,HTTP,32283,2621,483,26.282014823092002,internal_to_internal,1,9,1.270783556575822,10,0.798333516184788,0,0,0,0.01432949884511191,10,0,normal
26672,443,UDP,13518,42349,406,11.482125074223996,internal_to_internal,1,7,0.1588950691710025,11,0.8309440352796111,0,0,0,0.07435133854122701,18,0,normal
35915,22,HTTPS,9100,29276,220,27.073043926878537,internal_to_external,1,3,2.9613147854301918,12,0.8204147583447412,0,0,0,0.010745766426829107,18,0,normal
28955,25,HTTPS,23721,188307,105,15.580475161652547,internal_to_internal,2,3,3.4496258265809843,9,0.9831916328207557,1,0,0,0.034619960846797214,14,0,normal
60993,443,TCP,36753,144560,17,23.209481088130136,internal_to_external,0,9,0.6448185080857554,12,0.719251836612972,0,1,0,0.0780026970513946,15,1,normal
28503,443,TCP,44604,179146,290,27.40217305226861,internal_to_internal,2,7,7.270266982307615,8,0.8268140406275335,0,1,0,0.08590180111967341,10,0,normal
26449,80,HTTP,18123,71568,26,9.153297185656495,internal_to_internal,0,1,5.976873770365401,15,0.8540008153230626,0,0,0,0.08451581402502306,17,0,normal
33747,443,UDP,4258,81714,215,6.41212401923019,internal_to_external,1,8,0.4898733778691008,0,0.9369586134155033,0,0,0,0.04457001108695601,15,0,normal
12475,22,TLS,10511,79791,36,18.579434545098458,internal_to_external,2,1,8.503918730358109,16,0.951033568684834,0,0,0,0.012055891785482942,16,0,normal
2947,53,TCP,44568,197655,459,13.263558972968484,external_to_internal,1,7,8.218845445462726,17,0.9995766832331279,0,1,0,0.053379569674439735,12,0,normal
46798,443,HTTP,27687,177803,357,27.86695186790488,internal_to_external,2,1,8.361408124926152,8,0.974140028421553,0,0,0,0.018330167904836936,12,0,normal
50925,3306,UDP,19741,148907,163,7.541156685549047,internal_to_internal,1,9,7.116753034554827,17,0.7645102550765809,0,0,0,0.09042041404671732,13,1,normal
63599,8080,UDP,41792,148646,323,7.387446671653467,internal_to_external,0,4,2.0988960240652097,13,0.8625418368077303,0,0,0,0.051277474545837066,17,0,normal
24300,80,HTTPS,30199,191834,59,13.98653469575874,internal_to_internal,1,4,5.291855946309644,12,0.9539922621110513,0,0,0,0.04832036905144878,8,0,normal
6360,587,TCP,30013,94983,120,18.41999262136661,internal_to_external,1,2,5.5934515450864435,18,0.8600948731094413,0,0,0,0.05937261701101342,18,0,normal
25776,53,UDP,32734,140250,143,9.683691341386668,internal_to_external,1,2,6.755766649546432,5,0.7627074795427965,0,0,0,0.03829072834630087,10,0,normal
25840,3306,TLS,36634,112217,237,29.955185274419932,internal_to_internal,1,6,5.143383364754652,7,0.8191063866029761,0,0,0,0.01578509280885485,17,0,normal
31300,3306,TLS,21175,63747,445,6.886795512427017,internal_to_external,1,2,6.326971081280607,18,0.9163025398467347,0,1,0,0.0644723641232868,13,0,normal
25264,80,TCP,14849,63597,15,17.175565931348665,internal_to_internal,2,3,9.137964272015111,17,0.7366344628591204,0,1,0,0.09701199366342389,17,0,normal
11346,3306,HTTPS,40458,161084,47,2.25688756852638,internal_to_external,1,8,3.054579366024053,17,0.7791764814741202,0,0,0,0.09784632188841721,16,0,normal
63112,443,UDP,10042,76171,90,24.052337043000602,internal_to_internal,1,4,2.657757206782295,3,0.9687423736759182,0,0,0,0.09447963136748312,13,0,normal
26776,587,HTTPS,38643,10178,334,18.616913081932047,internal_to_external,1,8,0.48879161002972193,16,0.7474453132583712,0,1,0,0.014618071390681098,18,0,normal
54349,8080,TLS,6358,99426,410,29.43834854793744,internal_to_internal,0,7,3.433664567387131,7,0.7099470330400148,0,1,0,0.0569919961969117,18,0,normal
65277,22,TCP,28590,1835,11,17.167879190889813,internal_to_external,0,1,4.04262760750434,8,0.9171423607163274,0,0,0,0.0949964867305698,13,0,normal
59680,8080,TLS,43470,161643,177,10.396610164892328,external_to_internal,2,4,6.923051410525786,10,0.808583689890572,1,1,0,0.04728666366582232,18,0,normal
34811,22,UDP,41509,86427,251,10.159444006060609,internal_to_internal,0,9,9.255925165566044,16,0.7090986761286114,0,0,0,0.021713555584511646,12,0,normal
45088,25,UDP,19368,179047,255,9.539751062101802,internal_to_external,1,8,7.263448481737997,18,0.8775295153584827,0,1,0,0.09727971681987291,15,0,normal
45284,443,TLS,42395,182569,496,19.048021909741394,internal_to_external,0,8,5.155729506420981,13,0.9478846061585803,0,0,1,0.08736524009759444,18,1,normal
25585,25,HTTP,24957,193541,156,18.240000501992746,internal_to_external,2,1,7.531363931541761,15,0.8393541781431206,0,0,0,0.0003903803651095439,10,0,normal
11022,8080,TCP,31478,133049,360,15.63391314984197,internal_to_external,2,5,3.7424782295334036,16,0.9485887223382375,0,0,0,0.026496369475036176,12,0,normal
22040,22,TLS,28562,146404,460,7.860481802540432,internal_to_external,2,1,6.707449742948775,0,0.8214790258686857,0,0,0,0.07041094228853312,9,0,normal
44167,587,TCP,36491,42376,414,18.984960198677292,internal_to_internal,1,9,4.9690180980891485,5,0.9849081215481656,0,0,0,0.06631165051675371,14,1,normal
35889,443,HTTPS,15898,145872,317,2.323194040996648,internal_to_external,1,6,0.5701409107962001,9,0.745295579368976,0,0,0,0.013108694717456383,13,1,normal
43230,53,TLS,31898,42716,472,17.62668008830933,internal_to_external,1,2,1.634845378103712,1,0.9209003804455993,0,1,0,0.05738391380349708,13,0,normal
5228,53,DNS,25369,4429,244,54.16720946521284,internal_to_external,0,3,23.719541971366795,2317,0.26023964552908885,0,0,0,0.5296900822753308,8,0,anomalous
15414,63725,HTTPS,449179525,981,5643,2936.2563771371492,internal_to_external,0,1,1.629227091123917,13,0.5655040117461744,1,0,0,0.016260525226177158,0,1,anomalous
63612,80,HTTP,9569,73790,28,27.2333647516354,internal_to_external,1,6,5.886444189934766,19,0.7177685514803007,0,0,0,0.07640272316378903,15,0,normal
47632,5986,TCP,96164,18262,325,258.63761912725823,internal_to_internal,39,38,20.884597285670736,16,0.7975724080470847,1,1,0,0.4924243707278779,15,0,anomalous
60550,25,HTTP,3406,185603,199,5.149093109530025,internal_to_internal,0,4,7.6523922992918205,3,0.8326000177006945,1,0,0,0.05057736062121446,16,0,normal
54968,443,UDP,27656,78698,372,5.817269659844875,internal_to_internal,1,8,9.218412320796142,1,0.910577630674226,0,1,0,0.03645358721107911,11,0,normal
5848,443,TLS,7411,55563,417,13.76746834475743,internal_to_external,0,8,1.952956454366183,8,0.8718190711558989,0,0,0,0.0644721033493677,14,0,normal
32997,22,UDP,27953,123975,145,19.916975787189358,internal_to_internal,1,7,4.06330508842067,2,0.8976153476438989,0,0,0,0.015714059175898677,12,0,normal
58589,80,UDP,19893,25856,160,1.3492630112653046,internal_to_internal,0,6,9.067814545349039,11,0.9757096089056023,0,0,0,0.08761070253205555,14,0,normal
53910,25,HTTPS,2073,175481,77,20.177332232125483,internal_to_internal,0,9,4.878660615906464,0,0.8108019706908755,0,1,0,0.060831126330745035,17,0,normal
60858,53,TCP,28770,88523,432,16.010539041617182,internal_to_internal,1,2,8.570248938669591,11,0.8527248360241004,0,0,0,0.0910671819944927,8,0,normal
21537,3306,HTTP,17477,116074,313,9.384137275355531,internal_to_internal,2,2,7.8184877400050246,13,0.7243718555754475,0,0,0,0.0909092674886272,8,0,normal
43178,3306,HTTPS,18106,66145,16,6.048120577577065,internal_to_internal,0,1,4.759974807816945,7,0.9870638392458484,0,0,0,0.029584423954483654,9,0,normal
48015,3306,TLS,27464,3225,437,5.311840154915196,internal_to_internal,2,8,9.800031265985544,10,0.8397918336623451,0,1,1,0.08170997285024192,18,1,normal
46861,8080,UDP,41140,123623,281,16.838968888734286,internal_to_external,2,2,8.479420523937717,14,0.7402797372296586,0,0,0,0.03277004338109261,18,0,normal
31545,3306,HTTPS,20141,136801,237,7.323205489663571,internal_to_internal,1,5,9.08921524892408,11,0.7860584208845788,0,0,1,0.022364104178123036,12,0,normal
25839,25,TLS,32678,75229,322,22.859677858446748,internal_to_external,1,2,2.876376478560873,0,0.9410461993709025,0,1,0,0.03144098762607183,14,0,normal
37183,10989,UDP,195,16,4,0.027722741922398556,internal_to_internal,116,360,542.4137832506099,3,0.20693883379254197,1,0,1,0.21974682504605422,12,0,anomalous
29338,3306,HTTPS,11082,108503,162,25.340980291091014,internal_to_internal,0,4,7.152078910217254,17,0.9263181298278187,0,0,0,0.022441861958452793,12,0,normal
32543,587,TLS,43928,183294,407,5.214609963906078,internal_to_internal,0,7,9.9054448378332,9,0.7645214306606983,0,1,0,0.04719694433345617,17,0,normal
35080,25,UDP,41575,93296,237,20.778463875252882,internal_to_internal,1,7,6.9650946508617935,7,0.9162633447357503,0,0,1,0.05490341563092768,14,0,normal
32846,25,HTTP,4525,195298,171,7.075420068426785,internal_to_internal,1,2,4.755101087629998,8,0.7966279284655366,0,0,0,0.09336352101150651,10,0,normal
13126,53,TCP,3933,179151,320,21.17607138891924,internal_to_internal,2,3,9.291416615201781,0,0.8417664008217872,0,0,1,0.0828489548052496,11,0,normal
49764,8080,TLS,5144,189596,318,16.167526596342604,internal_to_external,1,6,7.867157815031878,16,0.7824160730590978,0,1,0,0.03830118884904854,11,1,normal
35638,443,TCP,25934,129958,424,16.161709885086104,internal_to_external,2,2,4.430803256852524,14,0.8813710030643442,1,1,0,0.08176274591558991,15,1,normal
35390,443,HTTPS,40049,67762,113,17.386047883905437,internal_to_external,2,5,8.669625832788277,4,0.9238994788911705,1,0,0,0.04324304445925058,14,0,normal
50563,3306,HTTPS,5011,100381,428,2.7030359332109977,internal_to_internal,1,8,6.081835721946712,9,0.9269049107885423,0,0,0,0.030156081369625443,11,0,normal
61974,443,UDP,1167,5210,212,6.556057053049825,external_to_internal,0,2,2.13453570277839,6,0.8170528594337292,0,0,0,0.0665903362293223,15,0,normal
35175,443,TLS,17020,176135,436,27.14261115244312,internal_to_internal,1,5,7.809951187308936,8,0.9619637306845241,0,0,0,0.024115103519655557,8,0,normal
16522,22,HTTPS,1780,174587,342,5.571047858090107,internal_to_external,1,4,9.192032885576563,4,0.8194433992018431,0,1,0,0.008635559779253245,15,0,normal
13630,22,HTTPS,8896,39348,206,5.91349967676577,internal_to_internal,2,1,1.554504152398744,16,0.8974145656817019,0,1,0,0.011069612547821307,8,1,normal
21907,80,HTTPS,1333,183786,124,5.183167372508074,internal_to_internal,1,6,2.0374618268186,16,0.7344629055285791,0,0,0,0.05601233148515053,14,0,normal
58734,8080,HTTP,34559,49302,447,9.418763998035457,internal_to_internal,2,4,0.16287566914736026,6,0.9423924214341742,0,1,0,0.011917388892206383,10,0,normal
19174,8080,HTTPS,28073,121061,476,17.401672045705936,internal_to_external,2,3,3.100008395485736,10,0.8973543821887483,0,0,0,0.05173971805882063,9,0,normal
52158,80,HTTP,40735,148221,431,11.595209044268472,external_to_internal,0,1,9.979730413225044,18,0.9492137097296123,0,1,0,0.0774045077037333,8,0,normal
29476,8080,TLS,34874,74271,286,29.405446629086214,internal_to_internal,0,5,5.970571832943938,3,0.7326783255126487,0,1,1,0.051033195213586395,14,0,normal
23170,80,UDP,2665,178899,174,4.708985267716319,internal_to_external,1,6,4.736750141283505,19,0.8244875943168489,0,0,0,0.025404200102031718,13,0,normal
12192,53,UDP,8565,169220,351,5.692204807510364,external_to_internal,2,8,5.084093804048534,12,0.7380750246904545,0,0,0,0.0684377148352985,17,0,normal
23797,587,TCP,9243,109633,8,1.9989571921124434,internal_to_external,2,3,1.1392700312967776,11,0.8949408705794795,0,0,0,0.031231249889665292,18,0,normal
37290,443,TCP,47975,70026,339,2.204219706895469,internal_to_internal,2,1,4.173144187779311,12,0.7904526977907933,0,0,0,0.05734788940174606,10,0,normal
27520,49590,UDP,395,196,10,0.39238522080733407,internal_to_external,1,1,275.18859199919484,0,0.36137552939677214,1,0,0,0.7229616474528694,6,0,anomalous
22535,22,HTTP,8196,117464,441,5.812533832913768,internal_to_internal,0,2,2.524240727117668,3,0.7553748891024287,0,1,0,0.07476196038160318,11,0,normal
46317,587,HTTPS,41982,150516,408,25.465830473740525,external_to_internal,0,5,4.069235805885833,7,0.9896912682160631,0,1,0,0.09372804094226211,8,0,normal
49005,8080,HTTPS,10953,68412,341,7.703827808616371,external_to_internal,2,2,2.34019549016094,4,0.9203296278656713,0,0,0,0.03802041007377385,13,0,normal
35941,80,HTTP,39816,185218,497,24.169025684175047,internal_to_external,1,8,8.934734528978897,18,0.9783701337726305,0,0,0,0.04874516684713344,8,0,normal
15580,25,HTTP,36105,12331,120,24.883763422187386,internal_to_external,0,5,0.7258235137701776,5,0.787591144110177,0,0,0,0.008611004985764914,18,1,normal
51733,3306,HTTPS,22471,22461,227,17.297111481968884,internal_to_internal,1,8,8.750762306312515,9,0.9094182723398597,0,0,0,0.0714075061843457,14,0,normal
33712,443,TCP,27397,12228,474,25.660300587257662,internal_to_external,1,6,9.634523812652168,16,0.7731236384459377,0,1,0,0.013813964454652251,18,0,normal
43485,3306,UDP,23420,84896,215,17.860545230575198,internal_to_external,2,9,2.0696935668589824,6,0.9806120601125483,1,0,0,0.011488306963221307,11,0,normal
18909,22,HTTP,27828,24695,377,2.5734989758771514,external_to_internal,0,3,3.916902339585408,0,0.8991266776861201,0,0,1,0.03656117738682426,14,0,normal
33203,3306,TCP,39356,24627,209,11.701823710747362,internal_to_external,2,6,2.9226161586591664,15,0.8438763597389635,0,1,1,0.0993668381405381,14,0,normal
8219,80,TCP,31748,56027,107,3.238355739635491,internal_to_internal,0,7,4.016878950980637,5,0.707643636576333,0,0,0,0.07007733679529952,8,0,normal
13470,53,HTTPS,7714,131364,102,14.193528254941787,internal_to_external,1,2,4.206301286928233,3,0.9646876987337182,0,0,0,0.013230863837648111,10,0,normal
59622,8080,TLS,32853,16048,148,28.005838293444203,internal_to_external,1,8,5.984161869937085,19,0.7677776667581959,0,0,0,0.028837800403788895,10,0,normal
25537,25,HTTP,19889,145166,335,22.297839155752886,internal_to_external,2,6,4.802421923625678,2,0.7044938430318634,0,1,0,0.04365066561832437,13,0,normal
64789,53,UDP,42013,69503,232,28.003935428793344,external_to_internal,2,9,2.086420216536626,12,0.8801660178730503,0,0,0,0.020615840102465477,18,0,normal
32053,80,TCP,1504,27341,388,3.413244595531048,internal_to_internal,0,8,7.33318428834827,17,0.7867014345475892,1,1,0,0.09885143056221167,12,0,normal
23658,587,TCP,1567,38747,222,29.44250216431174,internal_to_internal,2,2,1.2707189966453483,16,0.7047855499208201,0,1,1,0.003633293339066468,16,0,normal
30746,3306,HTTPS,18393,199374,260,23.794263101047072,internal_to_external,0,3,6.013399777013844,0,0.8470573729712757,0,0,0,0.0666916385078992,12,0,normal
16049,53,TLS,39582,175224,68,12.34567742294897,internal_to_external,1,2,8.175175872518166,2,0.9395285037835299,0,1,0,0.054799234101100006,11,1,normal
34960,25,TCP,10166,15246,173,21.911713969326307,internal_to_external,2,9,7.577957865557271,13,0.7409193279051343,0,1,0,0.021774224086678964,8,0,normal
7458,8080,TCP,16029,88478,150,7.095128824031939,internal_to_external,0,5,1.53661758454996,19,0.781635734183625,0,0,0,0.08600234928056431,17,1,normal
20492,8080,UDP,13695,136918,481,2.1092806472115724,internal_to_external,0,5,1.7146142073477908,4,0.9514945093791661,0,0,0,0.04132458909235705,13,0,normal
14650,8080,TCP,16708,190223,443,5.109770441123678,internal_to_internal,0,2,1.0751832287218095,15,0.7810102144023355,0,0,0,0.05049544824953343,11,0,normal
41600,25,TCP,9693,126412,485,9.456144054285726,internal_to_external,0,7,3.358338034792684,17,0.8299029314698789,0,0,0,0.08361337162769934,13,1,normal
39782,53,TLS,44120,76069,369,23.30353251491865,internal_to_external,0,6,8.618556542774868,0,0.874479367131268,0,0,0,0.09627942809782081,11,0,normal
3796,8080,HTTPS,28074,20909,413,12.24035575743864,internal_to_external,0,1,6.509216791941748,17,0.8208146535304728,1,0,0,0.09044024606173241,8,0,normal
29149,8080,HTTP,6789,92884,397,6.178429589304965,internal_to_external,1,5,6.668326192133648,8,0.9769096667772028,0,0,0,0.09788142989381277,14,0,normal
5657,22,HTTP,37831,144098,253,11.156166501868132,internal_to_internal,0,2,4.071305844690117,19,0.8685748761297343,0,0,0,0.059656729257310186,8,0,normal
34707,3306,TCP,22919,101024,309,29.664450266213276,internal_to_external,2,8,4.434309406580828,19,0.7269592866908776,0,0,0,0.055726896786224306,17,0,normal
48447,3306,UDP,16654,33923,498,10.629553265771042,internal_to_internal,1,8,2.6092778599843567,19,0.7511005902414167,0,0,0,0.011412413511203446,18,1,normal
20339,3306,UDP,27629,45344,496,12.954455354072188,internal_to_internal,1,7,6.115555085227919,9,0.7528678326796756,0,1,0,0.0824019196965906,14,0,normal
45502,587,UDP,22645,129695,347,26.32552456448294,internal_to_external,0,5,5.123179881894012,18,0.9973527698087818,0,1,0,0.019726246797987446,9,0,normal
28712,8080,TCP,29684,148199,69,15.888054539169692,internal_to_external,1,2,3.0126498717384775,0,0.9284864688759726,0,1,0,0.039119856818539446,18,0,normal
19531,53,TLS,29261,16702,223,22.907432354785133,internal_to_internal,0,3,1.0558253828787552,4,0.874485983107972,0,1,0,0.036632250289907686,18,0,normal
30563,25,HTTPS,27981,81976,168,20.89825189955997,external_to_internal,0,5,7.002099857392701,7,0.8614233322394846,1,0,0,0.06413574208488065,18,0,normal
54639,80,UDP,41298,80612,117,1.0934894558171009,internal_to_external,2,3,5.08650318170108,5,0.8498434254802971,0,0,1,0.051619927987920866,12,0,normal
45715,80,UDP,23383,124307,450,21.53365513511651,internal_to_external,2,7,1.7614664057623675,17,0.9989298336505334,0,0,1,0.07845003268678669,13,0,normal
48167,3306,TCP,35330,122955,115,20.93913155868615,internal_to_external,2,7,4.072552475562488,14,0.9344341137816286,0,0,0,0.09798344082556035,17,0,normal
20494,53,HTTPS,12883,72989,418,18.383164830121952,internal_to_external,1,7,2.7765128875676193,18,0.8597256840472672,0,0,0,0.08054342821645688,13,0,normal
16833,8080,UDP,19518,146347,472,10.139596515259209,internal_to_external,0,7,1.7858593056277634,1,0.7429101566245314,0,0,0,0.032274721862492715,9,0,normal
10117,80,TCP,18874,118531,314,7.877726853273931,internal_to_external,2,3,8.242682169599208,7,0.9557078476473585,0,1,0,0.06643442708939126,11,0,normal
30833,587,TCP,45839,36827,90,7.535005614725487,internal_to_internal,2,7,6.954276417649523,3,0.8165157805989046,0,1,1,0.04366549137609968,11,0,normal
46167,8080,UDP,15130,92784,64,0.43438061986932774,internal_to_internal,1,6,8.838317466440222,13,0.8645261693061006,0,1,0,0.0328427115063127,10,0,normal
3576,3306,HTTPS,22109,80449,480,22.21193191458955,internal_to_external,1,1,9.664547205571402,9,0.9678517934483988,0,1,0,0.08689313957411254,9,1,normal
52317,3306,HTTP,12632,129179,456,2.633024260634859,internal_to_internal,1,8,9.59737315270733,17,0.9349532477251515,0,0,0,0.056381961527192485,8,0,normal
16845,53,TCP,15077,159874,218,10.366713303944506,internal_to_external,1,9,3.1386071568288303,13,0.9986246073631215,0,1,0,0.06553941938334273,11,0,normal
36329,25,HTTPS,14225,169067,56,15.811403570409297,internal_to_external,0,5,8.656821382048784,0,0.7946994318904874,0,1,1,0.031222599762770656,15,0,normal
56574,25,TCP,47228,118073,473,26.62153341372568,external_to_internal,2,1,0.6674068716574929,1,0.956004114829544,0,0,0,0.07450791987723358,14,0,normal
61471,443,TLS,21412,98475,223,12.763891912981894,internal_to_external,1,2,1.67350805326911,10,0.9398068356037963,0,0,0,0.022385025151970318,13,0,normal
60976,587,TLS,14615,84377,110,28.5171466398699,internal_to_internal,2,3,1.5673458808276723,13,0.9941300038977947,0,0,0,0.0006754421460936189,13,0,normal
14098,22,HTTPS,10801,41677,402,13.529684097749367,internal_to_external,0,7,5.668928376043326,3,0.9873680844440031,0,1,0,0.07885270723757877,10,0,normal
5405,22,HTTPS,5970,170188,158,13.972665641130561,internal_to_external,1,6,1.7667492182153228,14,0.86545932705021,1,1,0,0.0641079526221887,11,0,normal
38624,443,UDP,1493,68166,402,4.770999231466741,internal_to_external,1,3,2.988781608068241,8,0.8526550465408818,0,1,0,0.07436490476195848,11,0,normal
34341,25,TLS,42116,52048,405,29.31676925135137,internal_to_internal,2,1,3.1408998383830937,0,0.745261697139196,0,0,1,0.0037373139106432144,15,0,normal
55059,443,UDP,13506,185186,255,26.65216470866202,internal_to_external,0,8,4.051726025859732,15,0.8997698853682032,0,1,0,0.08602870551535823,15,0,normal
52325,25,TLS,47247,136176,145,4.841472883399559,external_to_internal,2,3,0.5601340704096301,5,0.8070509595074759,0,0,0,0.015830859511734175,9,0,normal
23698,80,TLS,5352,41760,266,9.39852705034973,internal_to_external,1,5,2.2538607226319884,7,0.9255116443963853,0,1,0,0.010555872008665868,15,0,normal
32624,25,TLS,10901,76563,490,22.473053371423457,internal_to_external,1,3,7.211573579350564,11,0.962087727658853,0,0,0,0.08754975933172439,13,0,normal
52376,22,TLS,41565,180597,420,8.064417483229809,internal_to_internal,0,7,6.912060945827376,15,0.7441863781859839,0,0,0,0.06333793850516665,8,0,normal
63180,3306,TCP,45800,27752,243,21.00661409927712,internal_to_internal,1,8,7.451236768595569,18,0.9780156064503169,0,0,0,0.08283875070414395,10,1,normal
16498,40212,UDP,122,11,1,0.01461791390106584,external_to_internal,170,97,968.8611996536571,4,0.4473274108593034,1,0,1,0.17247980033955904,8,0,anomalous
63439,587,TCP,5921,54907,290,7.2145072627865945,internal_to_external,0,3,5.951030142191809,8,0.921015404419198,0,1,0,0.04367378464891158,13,0,normal
26598,587,HTTP,6797,56347,51,25.95166951931394,internal_to_internal,0,6,7.533593581741838,8,0.9639522591070884,0,0,0,0.02562762477048356,14,0,normal
52134,80,TCP,5305,54052,498,23.93870150599464,internal_to_external,1,4,2.555576591773,9,0.9843262539652291,1,1,0,0.04881596343114273,17,0,normal
40379,587,HTTPS,29015,84809,291,13.01818998602741,internal_to_external,1,2,3.9155018256944265,5,0.7663217061808952,0,1,0,0.0037065995339630176,12,1,normal
38390,443,HTTP,37561,46567,115,29.03634774072225,internal_to_external,1,8,9.553636694588269,16,0.7221794081820265,0,1,0,0.044049087513507834,8,0,normal
33541,587,HTTP,20617,622,357,7.077252228773877,internal_to_external,2,5,5.0504997558473566,14,0.8519604315966641,0,0,0,0.036618232666719375,17,0,normal
43534,443,UDP,49371,4489,309,14.44253102332292,internal_to_internal,0,6,6.355644641735895,17,0.7209442367206899,0,1,0,0.09594231761824507,11,1,normal
33022,587,TLS,19222,106912,77,14.026267304017013,internal_to_internal,0,3,8.562969201561124,14,0.9080570804362299,0,1,0,0.04986307699362509,10,0,normal
52031,22,TLS,32976,70262,360,8.043996849371503,internal_to_external,0,9,3.1592085934895793,12,0.8971444418344056,0,0,0,0.006234842045610612,11,0,normal
